Fun2DMH6301	Fun2DMH6302	Fun2DMH6303	Fun2DMH6304	Fun2DMH6305	Fun2DMH6306	Fun2DMH6307	Fun2DMH6308	Fun2DMH6309	Fun2DMH6310	Fun2DMH6311	Fun2DMH6312	Fun2DMH63ZH01	Fun2DMH63ZH02	Fun2DMH63ZH03	Fun2DMH63ZH04	Fun2DMH63ZH05	Fun2DMH63ZH06	Fun2DMH63ZH07	Fun2DMH63ZH08	Fun2DMH63ZH09	Fun2DMH63ZH10	Fun2DMH63ZH11	Fun2DMH63ZH12	Fun2DMH63ZH13	Fun2DMH63ZH14	Fun2DMH63ZH15	Fun2DWYJ01	Fun2DWYJ02	Fun2DWYJ03	Fun2DWYJ04	Fun2DWYJ05	Fun2DWYJ06	Fun2DWYJ07	Fun2DWYJ08	Fun2DWYJ09	Fun2DWYJ10	Fun2DWYJ11	Fun2DWYJ12	Fun2DWYJ13	Fun2DWYJ14	Fun2DWYJ15	Fun2WMH6301	Fun2WMH6302	Fun2WMH6303	Fun2WMH6304	Fun2WMH6305	Fun2WMH6306	Fun2WMH6307	Fun2WMH6308	Fun2WMH6309	Fun2WMH6310	Fun2WMH6311	Fun2WMH6312	Fun2WMH63ZH01	Fun2WMH63ZH02	Fun2WMH63ZH03	Fun2WMH63ZH04	Fun2WMH63ZH05	Fun2WMH63ZH06	Fun2WMH63ZH07	Fun2WMH63ZH08	Fun2WMH63ZH09	Fun2WMH63ZH10	Fun2WMH63ZH11	Fun2WMH63ZH12	Fun2WMH63ZH13	Fun2WMH63ZH14	Fun2WMH63ZH15	Fun2WWYJ01	Fun2WWYJ02	Fun2WWYJ03	Fun2WWYJ04	Fun2WWYJ05	Fun2WWYJ06	Fun2WWYJ07	Fun2WWYJ08	Fun2WWYJ09	Fun2WWYJ10	Fun2WWYJ11	Fun2WWYJ12	Fun2WWYJ13	Fun2WWYJ14	Fun2WWYJ15	FunDMH6301	FunDMH6302	FunDMH6303	FunDMH6304	FunDMH6305	FunDMH6306	FunDMH6307	FunDMH6308	FunDMH6309	FunDMH6310	FunDMH6311	FunDMH6312	FunDMH6313	FunDMH6314	FunDMH6315	FunDMH63ZH01	FunDMH63ZH02	FunDMH63ZH03	FunDMH63ZH04	FunDMH63ZH05	FunDMH63ZH06	FunDMH63ZH07	FunDMH63ZH08	FunDMH63ZH09	FunDMH63ZH10	FunDMH63ZH11	FunDMH63ZH12	FunDMH63ZH13	FunDMH63ZH14	FunDMH63ZH15	FunDWYJ01	FunDWYJ02	FunDWYJ03	FunDWYJ04	FunDWYJ05	FunDWYJ06	FunDWYJ07	FunDWYJ08	FunDWYJ09	FunDWYJ10	FunDWYJ11	FunDWYJ12	FunDWYJ13	FunDWYJ14	FunDWYJ15	FunWMH6301	FunWMH6302	FunWMH6303	FunWMH6304	FunWMH6305	FunWMH6306	FunWMH6307	FunWMH6308	FunWMH6309	FunWMH6310	FunWMH6311	FunWMH6312	FunWMH6313	FunWMH6314	FunWMH6315	FunWMH63ZH01	FunWMH63ZH02	FunWMH63ZH03	FunWMH63ZH04	FunWMH63ZH05	FunWMH63ZH06	FunWMH63ZH07	FunWMH63ZH08	FunWMH63ZH09	FunWMH63ZH10	FunWMH63ZH11	FunWMH63ZH12	FunWMH63ZH13	FunWMH63ZH14	FunWMH63ZH15	FunWWYJ01	FunWWYJ02	FunWWYJ03	FunWWYJ04	FunWWYJ05	FunWWYJ06	FunWWYJ07	FunWWYJ08	FunWWYJ09	FunWWYJ10	FunWWYJ11	FunWWYJ12	FunWWYJ13	FunWWYJ14	FunWWYJ15
OTU_101	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	2	2	4	40	3	6	5	9	3	0	1	8	5	12	8	2	7	6	4	3	6	3	4	9	9	14	13	1	1	9	8	1	4	2738	8	6	1	27	99	9	18	22	2	3	2	26	4	0	10	10	0	2	1	4	1	6	0	16	6	1	2	3	2	1	3	13	4	0	16	0	8	6	3	2	6	2	0	5	11	7	4	6	1	2	5	5	0
OTU_1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	5	0	2	0	0	0	0	4	0	0	4	0	6	0	0	50	0	0	0	0	0	3	11	0	1	0	1	0	0	0	0	0	0	1	3
OTU_1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	9	3	0	0	0	16	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	1	3	0	1	0	3	3	0	0	0	0	0	0	0	0	4	2	0	1	1	6	1	1	0	0	2	2	2	1	3	1	0	1	0	0	4	0
OTU_1015	0	2	0	3	2	2	3	1	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	2	1	5	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	2	3	0	4	1	1	1	0	0	1	0	1	0	2	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	1	4	2	1	3	2	0	0	1	0	4	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1016	1	0	2	0	0	0	0	1	1	0	2	1	1	0	0	3	2	0	2	0	1	3	1	1	0	2	1	2	1	0	0	3	0	0	5	1	1	2	0	1	0	2	0	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	2	1	0	0	0	1	1	0	0	0	3	0	1	0	1	0	0	2	3	1	2	0	1	1	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	2	1	2	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0
OTU_1017	1	6	0	0	0	0	1	0	0	1	1	1	3	0	0	9	0	0	0	0	0	3	1	0	0	1	6	0	0	0	0	0	1	4	1	4	1	0	0	0	0	1	0	0	2	1	1	1	1	2	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	1	1	0	2	1	1	0	0	2	1	4	4	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0
OTU_1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	19	68	1	2	0	0	0	0	0	0	0	35	0	0	0	0	0	2	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1019	2	2	2	0	5	2	3	2	0	0	0	0	2	0	3	0	2	0	2	1	1	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	6	2	1	0	0	2	1	5	2	1	1	0	0	2	3	1	3	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	3	2	3	1	0	5	1	9	1	0	1	2	3	0	0	1	5	5	3	1	2	2	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	3	5	3	4	3	1	1	1	3	2	2	1	2	2	3	3	0	3	2	3	1	5	5	3	3	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_102	0	0	0	0	0	0	0	0	1	1	3	0	7	8	0	0	0	8	28	15	10	6	128	1	1	38	0	0	4	4	0	0	9	5	1	0	2	0	1	7	0	2	0	1	3189	14	10	0	0	0	12	2	11	80	27	1	28	0	2	10	2	3	2	3	2	7	9	2	23	0	0	0	0	0	0	1	1	2	0	0	19	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1021	2	2	0	1	4	0	2	2	2	1	1	2	2	0	1	3	3	1	0	1	8	2	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	2	0	0	4	2	1	0	1	1	0	1	0	0	1	0	1	1	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	3	1	1	0	0	2	1	2	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1023	0	2	1	0	2	2	1	0	1	1	2	1	2	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	2	1	1	1	0	0	4	1	0	0	0	1	2	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	3	0	0	0	1	0	3	0	3	2	0	0	0	0	1	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	5	0	0	0	3	0	0	4	0	0	0	5	14	0	0	0	8	0	13	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	4	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	5	0	2	0	0	0	0	1	0	1	0
OTU_1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	3	3	0	1	1	3	2	3	2	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	5	1	4	3	1	3	6	1	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	5	0	2	3	8	1	1	0	2	3	5	1
OTU_1027	1	2	1	0	0	0	1	0	1	0	1	1	0	0	0	2	1	1	1	1	2	1	0	0	2	2	1	0	0	1	0	0	1	1	1	1	1	1	1	1	2	0	0	0	1	0	0	1	0	2	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	2	0	0	1	0	0	1	1	1	0	0	1	2	2	1	0	2	2	0	2	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	2	1	1	1	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1
OTU_1028	2	3	0	0	1	2	2	4	1	0	1	1	2	0	3	1	1	1	1	0	2	5	1	0	1	0	3	2	0	0	0	0	0	0	1	0	0	0	2	1	1	1	0	1	7	2	0	2	0	2	4	4	2	2	1	2	1	0	1	2	0	0	2	3	2	0	2	5	0	0	1	2	1	0	2	0	0	2	0	2	4	1	1	1	0	1	2	1	2	0	1	0	2	2	2	2	2	1	1	1	0	2	1	2	3	0	2	0	2	2	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	3	2	4	3	2	1	1	3	1	2	3	1	1	0	0	1	0	0	1	2	1	3	0	4	1	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
OTU_1029	0	0	1	2	2	1	2	2	2	0	2	0	1	0	9	1	0	1	0	2	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	2	1	1	0	0	0	1	2	1	0	2	0	0	0	1	2	1	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0	1	0	1	2	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	3	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_103	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	89	57	70	79	88	41	104	79	99	92	96	69	83	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	107	92	76	74	75	83	92	93	101	85	116	90	88	73	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	36	33	32	18	25	14	14	36	14	32	43	47	49	63	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	69	59	42	97	44	73	44	72	102	51	58	63	55	70	57
OTU_1030	1	2	0	0	0	2	1	0	3	0	2	0	3	1	0	5	2	1	1	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	3	6	1	3	3	1	0	1	1	5	0	0	0	1	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	1	1	1	0	0	0	1	0	2	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	2	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
