Variovorax	Flavobacterium	Actinoplanes	Lentzea	Streptomyces	Pseudoxanthomonas	Rhizobium	Promicromonospora	Nocardioides	Pseudomonas	Massilia	Umezawaea	Devosia	Galbitalea	Sphingomonas	Mesorhizobium	Herbaspirillum	Caulobacter	Phyllobacterium	Kribbella	Arthrobacter	Shinella	Aeromicrobium	Kineosporia	Chondromyces	Rudaibacter	Steroidobacter	Stenotrophomonas	Pantoea	Ideonella	Rhodanobacter	Bradyrhizobium	Phycicoccus	Chryseobacterium	Agromyces	Microbacterium	Solirubrobacter	Mycobacterium	Bosea	Altererythrobacter	Aquabacterium	Curtobacterium	Dactylosporangium	g__Podospora	g__Cladosporium	g__Mycosphaerella	g__Nigrospora	g__Mortierella	g__Edenia	g__Metacordyceps
Bradyrhizobium	0.0181818181818182	0.187878787878788	0.733333333333333	-0.272727272727273	0.745454545454545	-0.0545454545454545	0.624242424242424	0.224242424242424	0.539393939393939	-0.224242424242424	0.624242424242424	0.624242424242424	0.866666666666667	0.878787878787879	0.454545454545455	0.781818181818182	0.236363636363636	0.818181818181818	0.284848484848485	0.963636363636364	0.0787878787878788	0.515151515151515	0.866666666666667	0.854545454545454	0.478787878787879	0.806060606060606	-0.115151515151515	-0.357575757575757	0.00606060606060606	-0.0303030303030303	0.672727272727273	1	0.854545454545454	0.333333333333333	0.781818181818182	0.103030303030303	0.660606060606061	0.587878787878788	-0.212121212121212	-0.2	0.83030303030303	0.224242424242424	0.890909090909091	-0.260606060606061	0.381818181818182	0.551515151515151	0.515151515151515	0.818181818181818	-0.333333333333333	0.905779260083296
Phycicoccus	-0.0787878787878788	0.333333333333333	0.793939393939394	-0.175757575757576	0.757575757575757	-0.260606060606061	0.418181818181818	0.248484848484848	0.709090909090909	-0.333333333333333	0.648484848484848	0.854545454545454	0.636363636363636	0.963636363636364	0.442424242424242	0.709090909090909	0.0666666666666667	0.76969696969697	0.00606060606060606	0.939393939393939	0.224242424242424	0.36969696969697	0.842424242424242	0.915151515151515	0.672727272727273	0.83030303030303	-0.0545454545454545	-0.321212121212121	-0.0303030303030303	0.103030303030303	0.563636363636364	0.854545454545454	1	0.345454545454545	0.83030303030303	0.0787878787878788	0.83030303030303	0.684848484848485	-0.296969696969697	-0.175757575757576	0.76969696969697	0.175757575757576	0.806060606060606	-0.115151515151515	0.442424242424242	0.563636363636364	0.381818181818182	0.866666666666667	-0.272727272727273	0.960490759014502
Chryseobacterium	0.624242424242424	0.624242424242424	0.0303030303030303	0.466666666666667	0.103030303030303	0.442424242424242	0.672727272727273	-0.0303030303030303	0.0545454545454545	0.224242424242424	0.696969696969697	0.539393939393939	0.393939393939394	0.43030303030303	0.624242424242424	0.103030303030303	0.381818181818182	0.684848484848485	0.393939393939394	0.321212121212121	0.478787878787879	0.684848484848485	0.175757575757576	0.406060606060606	0.418181818181818	0.00606060606060606	0.309090909090909	0.43030303030303	0.660606060606061	0.515151515151515	0.0181818181818182	0.333333333333333	0.345454545454545	1	0.0666666666666667	0.36969696969697	0.103030303030303	-0.00606060606060606	0.36969696969697	-0.103030303030303	0.442424242424242	0.781818181818182	0.139393939393939	0.0545454545454545	0.721212121212121	0.721212121212121	0.793939393939394	0.36969696969697	0.0424242424242424	0.243162217472026
Agromyces	-0.175757575757576	0.115151515151515	0.83030303030303	-0.139393939393939	0.721212121212121	-0.224242424242424	0.418181818181818	0.612121212121212	0.76969696969697	-0.224242424242424	0.527272727272727	0.612121212121212	0.527272727272727	0.745454545454545	0.515151515151515	0.636363636363636	-0.0181818181818182	0.490909090909091	0.0666666666666667	0.83030303030303	0.0909090909090909	0.357575757575757	0.83030303030303	0.696969696969697	0.515151515151515	0.793939393939394	-0.00606060606060606	-0.296969696969697	-0.115151515151515	0.0545454545454545	0.43030303030303	0.781818181818182	0.83030303030303	0.0666666666666667	1	0.345454545454545	0.854545454545454	0.733333333333333	-0.127272727272727	-0.0787878787878788	0.684848484848485	0.0303030303030303	0.806060606060606	-0.0303030303030303	0.393939393939394	0.345454545454545	0.175757575757576	0.624242424242424	-0.2	0.814593428531287
Microbacterium	0.187878787878788	0.212121212121212	0.224242424242424	0.648484848484848	-0.175757575757576	0.345454545454545	0.333333333333333	0.563636363636364	0.357575757575757	0.466666666666667	0.442424242424242	0.127272727272727	-0.0181818181818182	0.0545454545454545	0.806060606060606	-0.212121212121212	-0.127272727272727	-0.0303030303030303	0.0666666666666667	0.0545454545454545	0.418181818181818	0.527272727272727	0.0424242424242424	-0.00606060606060606	0.515151515151515	0.127272727272727	0.660606060606061	0.515151515151515	0.672727272727273	0.745454545454545	-0.00606060606060606	0.103030303030303	0.0787878787878788	0.36969696969697	0.345454545454545	1	0.321212121212121	0.272727272727273	0.515151515151515	0.309090909090909	0.139393939393939	0.648484848484848	0.103030303030303	0.393939393939394	0.757575757575757	0.333333333333333	0.393939393939394	-0.00606060606060606	0.442424242424242	0.0729486652416077
Solirubrobacter	-0.260606060606061	0.103030303030303	0.696969696969697	-0.00606060606060606	0.624242424242424	-0.357575757575757	0.224242424242424	0.563636363636364	0.903030303030303	-0.0424242424242424	0.381818181818182	0.696969696969697	0.345454545454545	0.684848484848485	0.43030303030303	0.490909090909091	-0.0787878787878788	0.381818181818182	-0.224242424242424	0.757575757575757	0.212121212121212	0.151515151515151	0.696969696969697	0.648484848484848	0.709090909090909	0.793939393939394	0.175757575757576	-0.236363636363636	0.0545454545454545	0.272727272727273	0.43030303030303	0.660606060606061	0.83030303030303	0.103030303030303	0.854545454545454	0.321212121212121	1	0.903030303030303	-0.187878787878788	-0.0181818181818182	0.515151515151515	0.212121212121212	0.721212121212121	0.163636363636364	0.333333333333333	0.2	0.0666666666666667	0.539393939393939	-0.0666666666666667	0.790277206784084
Mycobacterium	-0.357575757575757	-0.187878787878788	0.624242424242424	-0.127272727272727	0.624242424242424	-0.393939393939394	0.00606060606060606	0.539393939393939	0.963636363636364	0.187878787878788	0.103030303030303	0.418181818181818	0.43030303030303	0.563636363636364	0.2	0.442424242424242	0.0181818181818182	0.212121212121212	-0.103030303030303	0.624242424242424	0.236363636363636	-0.0303030303030303	0.745454545454545	0.466666666666667	0.527272727272727	0.818181818181818	0.393939393939394	-0.212121212121212	0.187878787878788	0.127272727272727	0.551515151515151	0.587878787878788	0.684848484848485	-0.00606060606060606	0.733333333333333	0.272727272727273	0.903030303030303	1	-0.0909090909090909	0.224242424242424	0.260606060606061	0.272727272727273	0.636363636363636	0.333333333333333	0.175757575757576	0.00606060606060606	0.0909090909090909	0.418181818181818	0.0303030303030303	0.66261704261127
Bosea	0.733333333333333	0.321212121212121	-0.333333333333333	0.709090909090909	0.00606060606060606	0.745454545454545	0.296969696969697	0.212121212121212	-0.115151515151515	0.721212121212121	-0.0181818181818182	-0.224242424242424	-0.0666666666666667	-0.236363636363636	0.187878787878788	-0.00606060606060606	0.636363636363636	-0.0787878787878788	0.648484848484848	-0.309090909090909	0.0666666666666667	0.127272727272727	-0.163636363636364	-0.36969696969697	-0.0666666666666667	-0.345454545454545	0.490909090909091	0.878787878787879	0.612121212121212	0.333333333333333	-0.187878787878788	-0.212121212121212	-0.296969696969697	0.36969696969697	-0.127272727272727	0.515151515151515	-0.187878787878788	-0.0909090909090909	1	0.442424242424242	-0.212121212121212	0.406060606060606	-0.357575757575757	0.733333333333333	0.284848484848485	-0.00606060606060606	0.296969696969697	-0.345454545454545	0.515151515151515	-0.328268993587235
Altererythrobacter	0.127272727272727	-0.0181818181818182	0.2	0.381818181818182	-0.0666666666666667	0.36969696969697	-0.333333333333333	0.309090909090909	0.236363636363636	0.696969696969697	-0.187878787878788	-0.224242424242424	0.0181818181818182	-0.163636363636364	-0.0787878787878788	-0.0666666666666667	0.151515151515151	-0.296969696969697	0.236363636363636	-0.224242424242424	0.527272727272727	-0.0303030303030303	0.00606060606060606	-0.151515151515151	0.0545454545454545	0.2	0.733333333333333	0.563636363636364	0.43030303030303	0.333333333333333	0.418181818181818	-0.2	-0.175757575757576	-0.103030303030303	-0.0787878787878788	0.309090909090909	-0.0181818181818182	0.224242424242424	0.442424242424242	1	-0.248484848484848	0.212121212121212	-0.0303030303030303	0.684848484848485	0.0181818181818182	-0.00606060606060606	0.0909090909090909	0.00606060606060606	0.890909090909091	-0.109422997862412
Aquabacterium	0.236363636363636	0.527272727272727	0.709090909090909	-0.00606060606060606	0.539393939393939	0.163636363636364	0.76969696969697	0.296969696969697	0.296969696969697	-0.309090909090909	0.854545454545454	0.806060606060606	0.660606060606061	0.76969696969697	0.624242424242424	0.636363636363636	0.139393939393939	0.866666666666667	0.236363636363636	0.878787878787879	0.248484848484848	0.757575757575757	0.612121212121212	0.915151515151515	0.478787878787879	0.587878787878788	-0.248484848484848	-0.2	-0.115151515151515	0.187878787878788	0.43030303030303	0.83030303030303	0.76969696969697	0.442424242424242	0.684848484848485	0.139393939393939	0.515151515151515	0.260606060606061	-0.212121212121212	-0.248484848484848	1	0.127272727272727	0.842424242424242	-0.406060606060606	0.454545454545455	0.757575757575757	0.418181818181818	0.83030303030303	-0.187878787878788	0.790277206784084
Curtobacterium	0.309090909090909	0.236363636363636	0.0303030303030303	0.503030303030303	-0.115151515151515	0.309090909090909	0.357575757575757	0.127272727272727	0.296969696969697	0.563636363636364	0.43030303030303	0.248484848484848	0.284848484848485	0.224242424242424	0.612121212121212	-0.163636363636364	0.151515151515151	0.296969696969697	0.175757575757576	0.151515151515151	0.587878787878788	0.515151515151515	0.115151515151515	0.151515151515151	0.515151515151515	0.127272727272727	0.733333333333333	0.466666666666667	0.939393939393939	0.684848484848485	0.163636363636364	0.224242424242424	0.175757575757576	0.781818181818182	0.0303030303030303	0.648484848484848	0.212121212121212	0.272727272727273	0.406060606060606	0.212121212121212	0.127272727272727	1	0.0909090909090909	0.309090909090909	0.709090909090909	0.466666666666667	0.733333333333333	0.163636363636364	0.296969696969697	0.133739219609614
Dactylosporangium	-0.151515151515151	0.0909090909090909	0.866666666666667	-0.260606060606061	0.648484848484848	-0.139393939393939	0.466666666666667	0.490909090909091	0.636363636363636	-0.163636363636364	0.563636363636364	0.660606060606061	0.757575757575757	0.745454545454545	0.418181818181818	0.648484848484848	0.0303030303030303	0.660606060606061	0.115151515151515	0.927272727272727	0.296969696969697	0.515151515151515	0.818181818181818	0.878787878787879	0.43030303030303	0.866666666666667	-0.0545454545454545	-0.418181818181818	-0.139393939393939	0.0424242424242424	0.660606060606061	0.890909090909091	0.806060606060606	0.139393939393939	0.806060606060606	0.103030303030303	0.721212121212121	0.636363636363636	-0.357575757575757	-0.0303030303030303	0.842424242424242	0.0909090909090909	1	-0.296969696969697	0.224242424242424	0.478787878787879	0.248484848484848	0.806060606060606	-0.139393939393939	0.85106776115209
g__Podospora	0.321212121212121	0.151515151515151	-0.139393939393939	0.6	0.103030303030303	0.333333333333333	-0.2	0.236363636363636	0.284848484848485	0.721212121212121	-0.272727272727273	-0.139393939393939	-0.224242424242424	-0.139393939393939	-0.0545454545454545	0.0181818181818182	0.393939393939394	-0.296969696969697	0.2	-0.272727272727273	0.151515151515151	-0.296969696969697	-0.0666666666666667	-0.321212121212121	0.2	-0.0181818181818182	0.660606060606061	0.733333333333333	0.551515151515151	0.381818181818182	0.0787878787878788	-0.260606060606061	-0.115151515151515	0.0545454545454545	-0.0303030303030303	0.393939393939394	0.163636363636364	0.333333333333333	0.733333333333333	0.684848484848485	-0.406060606060606	0.309090909090909	-0.296969696969697	1	0.115151515151515	-0.236363636363636	0.0303030303030303	-0.260606060606061	0.672727272727273	-0.139818275046415
g__Cladosporium	0.309090909090909	0.551515151515151	0.36969696969697	0.490909090909091	0.00606060606060606	0.296969696969697	0.527272727272727	0.151515151515151	0.284848484848485	0.0545454545454545	0.818181818181818	0.490909090909091	0.248484848484848	0.515151515151515	0.903030303030303	0.0424242424242424	-0.0666666666666667	0.466666666666667	0.103030303030303	0.357575757575757	0.442424242424242	0.721212121212121	0.236363636363636	0.393939393939394	0.733333333333333	0.260606060606061	0.418181818181818	0.36969696969697	0.636363636363636	0.684848484848485	0.163636363636364	0.381818181818182	0.442424242424242	0.721212121212121	0.393939393939394	0.757575757575757	0.333333333333333	0.175757575757576	0.284848484848485	0.0181818181818182	0.454545454545455	0.709090909090909	0.224242424242424	0.115151515151515	1	0.781818181818182	0.76969696969697	0.442424242424242	0.139393939393939	0.413375769702444
g__Mycosphaerella	0.381818181818182	0.672727272727273	0.551515151515151	0.248484848484848	0.151515151515151	0.357575757575757	0.612121212121212	0.00606060606060606	0.115151515151515	-0.163636363636364	0.939393939393939	0.660606060606061	0.527272727272727	0.672727272727273	0.733333333333333	0.284848484848485	0.0424242424242424	0.76969696969697	0.248484848484848	0.563636363636364	0.539393939393939	0.866666666666667	0.357575757575757	0.721212121212121	0.575757575757576	0.381818181818182	0.115151515151515	0.163636363636364	0.321212121212121	0.466666666666667	0.393939393939394	0.551515151515151	0.563636363636364	0.721212121212121	0.345454545454545	0.333333333333333	0.2	0.00606060606060606	-0.00606060606060606	-0.00606060606060606	0.757575757575757	0.466666666666667	0.478787878787879	-0.236363636363636	0.781818181818182	1	0.781818181818182	0.781818181818182	0.0787878787878788	0.571431211059261
g__Nigrospora	0.43030303030303	0.406060606060606	0.272727272727273	0.2	0.163636363636364	0.406060606060606	0.539393939393939	-0.163636363636364	0.115151515151515	0.139393939393939	0.660606060606061	0.296969696969697	0.636363636363636	0.563636363636364	0.575757575757576	0.248484848484848	0.309090909090909	0.648484848484848	0.490909090909091	0.393939393939394	0.381818181818182	0.672727272727273	0.381818181818182	0.418181818181818	0.43030303030303	0.284848484848485	0.36969696969697	0.296969696969697	0.672727272727273	0.333333333333333	0.43030303030303	0.515151515151515	0.381818181818182	0.793939393939394	0.175757575757576	0.393939393939394	0.0666666666666667	0.0909090909090909	0.296969696969697	0.0909090909090909	0.418181818181818	0.733333333333333	0.248484848484848	0.0303030303030303	0.76969696969697	0.781818181818182	1	0.539393939393939	0.0424242424242424	0.401217658828843
g__Mortierella	0.0303030303030303	0.418181818181818	0.842424242424242	-0.175757575757576	0.575757575757576	-0.0303030303030303	0.406060606060606	0.0666666666666667	0.454545454545455	-0.333333333333333	0.733333333333333	0.757575757575757	0.733333333333333	0.915151515151515	0.418181818181818	0.660606060606061	0.0545454545454545	0.818181818181818	0.127272727272727	0.866666666666667	0.381818181818182	0.551515151515151	0.733333333333333	0.951515151515151	0.587878787878788	0.806060606060606	-0.0545454545454545	-0.248484848484848	-0.0181818181818182	0.127272727272727	0.745454545454545	0.818181818181818	0.866666666666667	0.36969696969697	0.624242424242424	-0.00606060606060606	0.539393939393939	0.418181818181818	-0.345454545454545	0.00606060606060606	0.83030303030303	0.163636363636364	0.806060606060606	-0.260606060606061	0.442424242424242	0.781818181818182	0.539393939393939	1	-0.0909090909090909	0.905779260083296
g__Edenia	0.333333333333333	0.260606060606061	0.0424242424242424	0.709090909090909	-0.284848484848485	0.563636363636364	-0.175757575757576	0.309090909090909	0.0545454545454545	0.733333333333333	-0.0424242424242424	-0.103030303030303	-0.224242424242424	-0.284848484848485	0.115151515151515	-0.224242424242424	0.103030303030303	-0.296969696969697	0.115151515151515	-0.321212121212121	0.563636363636364	0.103030303030303	-0.284848484848485	-0.187878787878788	0.187878787878788	-0.0181818181818182	0.684848484848485	0.757575757575757	0.490909090909091	0.636363636363636	0.2	-0.333333333333333	-0.272727272727273	0.0424242424242424	-0.2	0.442424242424242	-0.0666666666666667	0.0303030303030303	0.515151515151515	0.890909090909091	-0.187878787878788	0.296969696969697	-0.139393939393939	0.672727272727273	0.139393939393939	0.0787878787878788	0.0424242424242424	-0.0909090909090909	1	-0.212766940288023
g__Metacordyceps	-0.085106776115209	0.316110882713634	0.838909650278489	-0.200608829414421	0.729486652416078	-0.182371663104019	0.413375769702444	0.182371663104019	0.644379876300868	-0.334348049024035	0.632221765427267	0.765960985036881	0.674775153484872	0.954411703577701	0.425533880576045	0.765960985036881	0.0607905543680065	0.747723818726479	0.0182371663104019	0.948332648140901	0.151976385920016	0.37690143708164	0.820672483968087	0.911858315520097	0.693012319795274	0.893621149209695	-0.0911858315520097	-0.334348049024035	-0.0547114989312058	0.0972648869888103	0.723407596979277	0.905779260083296	0.960490759014502	0.243162217472026	0.814593428531287	0.0729486652416077	0.790277206784084	0.66261704261127	-0.328268993587235	-0.109422997862412	0.790277206784084	0.133739219609614	0.85106776115209	-0.139818275046415	0.413375769702444	0.571431211059261	0.401217658828843	0.905779260083296	-0.212766940288023	1
